bioguide_id,state,party,full_name,url,twitter,twitter_id,facebook,id.bioguide,social.twitter,social.facebook,social.youtube_id,social.twitter_id,social.youtube,social.instagram,social.instagram_id
N000147,DC,Democrat,Eleanor Holmes Norton,https://norton.house.gov,EleanorNorton,23600262.0,CongresswomanNorton,N000147,EleanorNorton,CongresswomanNorton,UChRrAXUGylfxJjbquC6aUjQ,23600262,EleanorHNorton,congresswomannorton,
P000034,NJ,Democrat,"Frank Pallone, Jr.",https://pallone.house.gov,FrankPallone,31801993.0,repfrankpallone,P000034,FrankPallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,31801993,repfrankpallone,repfrankpallone,
P000603,KY,Republican,Rand Paul,https://www.paul.senate.gov,SenRandPaul,1.2986243756928942e+18,SenatorRandPaul,P000603,SenRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,1298624375692894210,SenatorRandPaul,senatorrandpaul,541357095.0
P000197,CA,Democrat,Nancy Pelosi,https://pelosi.house.gov,SpeakerPelosi,15764644.0,NancyPelosi,P000197,SpeakerPelosi,NancyPelosi,UCxPeEcH0xaCK9nBK98EFhDg,15764644,nancypelosi,,
P000595,MI,Democrat,Gary C. Peters,https://www.peters.senate.gov,SenGaryPeters,236511574.0,SenGaryPeters,P000595,SenGaryPeters,SenGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,236511574,RepGaryPeters,sengarypeters,1640246681.0
P000597,ME,Democrat,Chellie Pingree,https://pingree.house.gov,ChelliePingree,14984637.0,ChelliePingree,P000597,ChelliePingree,ChelliePingree,UCLKaWFM7I84WcreDRhhhkVg,14984637,congresswomanpingree,chelliepingree,
Q000023,IL,Democrat,Mike Quigley,https://quigley.house.gov,RepMikeQuigley,56864092.0,repmikequigley,Q000023,RepMikeQuigley,repmikequigley,UCDP13XegdoZ4bxYHxM34yAA,56864092,RepMikeQuigley,repmikequigley,1403659583.0
R000395,KY,Republican,Harold Rogers,https://halrogers.house.gov,RepHalRogers,550401754.0,CongressmanHalRogers,R000395,RepHalRogers,CongressmanHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,550401754,RepHalRogers,rephalrogers,
R000575,AL,Republican,Mike Rogers,https://mikerogers.house.gov,RepMikeRogersAL,33977070.0,CongressmanMikeDRogers,R000575,RepMikeRogersAL,CongressmanMikeDRogers,UCH-WUWuY0_dlKwJDSqKTJsg,33977070,MikeRogersAL03,repmikerogersal,259435765.0
S001176,LA,Republican,Steve Scalise,https://scalise.house.gov,SteveScalise,1209417007.0,RepSteveScalise,S001176,SteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,1209417007,RepSteveScalise,stevescalise,1210937919.0
S001145,IL,Democrat,Janice D. Schakowsky,https://schakowsky.house.gov,JanSchakowsky,24195214.0,janschakowsky,S001145,JanSchakowsky,janschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,24195214,repschakowsky,JanSchakowsky,
S001150,CA,Democrat,Adam B. Schiff,https://www.schiff.senate.gov,,,SenAdamSchiff,S001150,,SenAdamSchiff,,,adamschiff,SenAdamSchiff,
S000148,NY,Democrat,Charles E. Schumer,https://www.schumer.senate.gov,SenSchumer,17494010.0,senschumer,S000148,SenSchumer,senschumer,UC-ABttxh8uQv_10qmwGaidw,17494010,SenatorSchumer,senschumer,
S001183,AZ,Republican,David Schweikert,https://schweikert.house.gov,RepDavid,229197216.0,repdavidschweikert,S001183,RepDavid,repdavidschweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,229197216,RepDavidSchweikert,repdavid,181147397.0
S001189,GA,Republican,Austin Scott,https://austinscott.house.gov,AustinScottGA08,234797704.0,RepAustinScott,S001189,AustinScottGA08,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,234797704,RepAustinScott,,
S001157,GA,Democrat,David Scott,https://davidscott.house.gov,RepDavidScott,168673083.0,113303673339,S001157,RepDavidScott,113303673339,UCgf28zRkLSqAUiPuJhGdF0w,168673083,RepDavidScott,RepDavidScott,
S000185,VA,Democrat,"Robert C. ""Bobby"" Scott",https://bobbyscott.house.gov,BobbyScott,161791703.0,RepBobbyScott,S000185,BobbyScott,RepBobbyScott,UCdNNcpw8arCsUp55JwK_QAA,161791703,repbobbyscott,repbobbyscott,1173348983.0
S001184,SC,Republican,Tim Scott,https://www.scott.senate.gov,SenatorTimScott,217543151.0,SenatorTimScott,S001184,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,217543151,SenatorTimScott,SenatorTimScott,
S001185,AL,Democrat,Terri A. Sewell,https://sewell.house.gov,RepTerriSewell,381152398.0,RepSewell,S001185,RepTerriSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,381152398,RepSewell,repterriasewell,
S000344,CA,Democrat,Brad Sherman,https://sherman.house.gov,BradSherman,30216513.0,63158229861,S000344,BradSherman,63158229861,UCPisrz6-SLwVy2l9Mcy8kug,30216513,shermanca27,congressmansherman,
S001148,ID,Republican,Michael K. Simpson,https://simpson.house.gov,CongMikeSimpson,76132891.0,96007744606,S001148,CongMikeSimpson,96007744606,UCNXe0rJJeULTAP_7oyQNw8g,76132891,CongMikeSimpson,congressmanmikesimpson,
S000510,WA,Democrat,Adam Smith,https://adamsmith.house.gov,RepAdamSmith,58928690.0,RepAdamSmith,S000510,RepAdamSmith,RepAdamSmith,UCcrHso483LOfC6WwDnzAh-g,58928690,CongressmanAdamSmith,repadamsmith,
S001172,NE,Republican,Adrian Smith,https://adriansmith.house.gov,RepAdrianSmith,296245061.0,repadriansmith,S001172,RepAdrianSmith,repadriansmith,UCIgn2z-hwxx_aeggnyhv54Q,296245061,RepAdrianSmith,RepAdrianSmith,
S000522,NJ,Republican,Christopher H. Smith,https://chrissmith.house.gov,,,RepChrisSmith,S000522,,RepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,USRepChrisSmith,repchrissmith,
S001156,CA,Democrat,Linda T. Sánchez,https://lindasanchez.house.gov,RepLindaSanchez,312134473.0,CongresswomanLindaSanchez,S001156,RepLindaSanchez,CongresswomanLindaSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,312134473,LindaTSanchez,replindasanchez,
T000193,MS,Democrat,Bennie G. Thompson,https://benniethompson.house.gov,BennieGThompson,82453460.0,CongressmanBennieGThompson,T000193,BennieGThompson,CongressmanBennieGThompson,UCzt2pBxh0dI24kYrWretXRw,82453460,RepBennieThompson,benniegthompson,347410575.0
T000460,CA,Democrat,Mike Thompson,https://mikethompson.house.gov,RepThompson,303861808.0,RepMikeThompson,T000460,RepThompson,RepMikeThompson,UC6pGbtqHZYZmScFGSz5bbdg,303861808,CongressmanMThompson,,
T000467,PA,Republican,Glenn Thompson,https://thompson.house.gov,CongressmanGT,18967498.0,CongressmanGT,T000467,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,18967498,CongressmanGT,congressman_gt,
T000250,SD,Republican,John Thune,https://www.thune.senate.gov,SenJohnThune,296361085.0,LeaderJohnThune,T000250,SenJohnThune,LeaderJohnThune,UCRu6lpRfxhkDGUrKDgQNZYQ,296361085,johnthune,senjohnthune,
T000469,NY,Democrat,Paul Tonko,https://tonko.house.gov,RepPaulTonko,84119348.0,reppaultonko,T000469,RepPaulTonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,84119348,reppaultonko,reppaultonko,
T000463,OH,Republican,Michael R. Turner,https://turner.house.gov,RepMikeTurner,51228911.0,RepMikeTurner,T000463,RepMikeTurner,RepMikeTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,51228911,CongressmanTurner,repmiketurner,
V000128,MD,Democrat,Chris Van Hollen,https://www.vanhollen.senate.gov,ChrisVanHollen,18137749.0,chrisvanhollen,V000128,ChrisVanHollen,chrisvanhollen,UCkpfJWu1N9Okd6PE_NidtBQ,18137749,RepChrisVanHollen,chrisvanhollen,268595235.0
V000081,NY,Democrat,Nydia M. Velázquez,https://velazquez.house.gov,NydiaVelazquez,164369297.0,8037068318,V000081,NydiaVelazquez,8037068318,UCqMKPkKeeHFOOiZ9vxhXGVg,164369297,nydiavelazquez,,
W000798,MI,Republican,Tim Walberg,https://walberg.house.gov,RepWalberg,237862972.0,RepWalberg,W000798,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,237862972,RepWalberg,repwalberg,
W000797,FL,Democrat,Debbie Wasserman Schultz,https://wassermanschultz.house.gov,RepDWStweets,1140648348.0,RepDWS,W000797,RepDWStweets,RepDWS,UCfHQiJVvMlYbVAxrMSLdO4w,1140648348,RepWassermanSchultz,RepDWSTweets,
W000187,CA,Democrat,Maxine Waters,https://waters.house.gov,RepMaxineWaters,36686040.0,MaxineWaters,W000187,RepMaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,36686040,MaxineWaters,repmaxinewaters,
W000806,FL,Republican,Daniel Webster,https://webster.house.gov,RepWebster,281540744.0,RepWebster,W000806,RepWebster,RepWebster,UCCoX4VdU7U11eGEA0lbRtLw,281540744,repdanwebster,,
W000800,VT,Democrat,Peter Welch,https://www.welch.senate.gov,PeterWelch,1410590874.0,PeterWelch,W000800,PeterWelch,PeterWelch,UC0YfApJx6qNaAQ-ir93U8xA,1410590874,reppeterwelch,reppeterwelch,1559860900.0
W000795,SC,Republican,Joe Wilson,https://joewilson.house.gov,RepJoeWilson,254082173.0,JoeWilson,W000795,RepJoeWilson,JoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,254082173,RepJoeWilson,repjoewilson,519685522.0
W000808,FL,Democrat,Frederica S. Wilson,https://wilson.house.gov,RepWilson,234014087.0,RepWilson,W000808,RepWilson,RepWilson,UCP5QBhng_lHv-vJgE_h7lpA,234014087,repfredericawilson,repwilson,
W000804,VA,Republican,Robert J. Wittman,https://wittman.house.gov,RobWittman,15356407.0,RepRobWittman,W000804,RobWittman,RepRobWittman,UCIqIb-OaTbkIdU426eYIdPg,15356407,RobWittman,reprobwittman,
W000809,AR,Republican,Steve Womack,https://womack.house.gov,Rep_SteveWomack,234469322.0,RepSteveWomack,W000809,Rep_SteveWomack,RepSteveWomack,UCXJbUDLYX-wGIhRuN66hqZw,234469322,CongressmanWomack,rep_stevewomack,
W000779,OR,Democrat,Ron Wyden,https://www.wyden.senate.gov,RonWyden,250188760.0,senatorronwyden,W000779,RonWyden,senatorronwyden,UCsd3UEaoLoqX60P88BdpGGw,250188760,senronwyden,ronwyden,9443881.0
Y000064,IN,Republican,Todd Young,https://www.young.senate.gov,SenToddYoung,234128524.0,SenatorToddYoung,Y000064,SenToddYoung,SenatorToddYoung,UCuknj4PGn91gHDNAfboZEgQ,234128524,RepToddYoung,sentoddyoung,
A000369,NV,Republican,Mark E. Amodei,https://amodei.house.gov,MarkAmodeiNV2,402719755.0,MarkAmodeiNV2,A000369,MarkAmodeiNV2,MarkAmodeiNV2,UCjOGx2iqSn1r3BQxaVgYhYw,402719755,markamodeinv2,MarkAmodeiNV2,
B001278,OR,Democrat,Suzanne Bonamici,https://bonamici.house.gov,RepBonamici,558769636.0,congresswomanbonamici,B001278,RepBonamici,congresswomanbonamici,UC0IkAeEiwgzSRTD1TDSvuBw,558769636,RepSuzanneBonamici,RepBonamici,
D000617,WA,Democrat,Suzan K. DelBene,https://delbene.house.gov,RepDelBene,995193054.0,RepDelBene,D000617,RepDelBene,RepDelBene,UCd00b7TpKDZIr-Ujhaktvjg,995193054,,repdelbene,
M001184,KY,Republican,Thomas Massie,https://massie.house.gov,RepThomasMassie,975200486.0,RepThomasMassie,M001184,RepThomasMassie,RepThomasMassie,UCpmXOtvvXC3GE8o9VxYNK7g,975200486,repthomasmassie,repthomasmassie,
S001194,HI,Democrat,Brian Schatz,https://www.schatz.senate.gov,SenBrianSchatz,1262099252.0,SenBrianSchatz,S001194,SenBrianSchatz,SenBrianSchatz,UC8-mSYp2WqBiB_5iwtwKfow,1262099252,senbrianschatz,senbrianschatz,
F000454,IL,Democrat,Bill Foster,https://foster.house.gov,RepBillFoster,1080509366.0,CongressmanBillFoster,F000454,RepBillFoster,CongressmanBillFoster,UCicixINQr_-3cFHI2bJzFpQ,1080509366,RepBillFoster,,
T000468,NV,Democrat,Dina Titus,https://titus.house.gov,RepDinaTitus,122174004.0,CongresswomanTitus,T000468,RepDinaTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,122174004,CongresswomanTitus,dinatitusnv,1110185253.0
C001095,AR,Republican,Tom Cotton,https://www.cotton.senate.gov,SenTomCotton,968650362.0,SenatorTomCotton,C001095,SenTomCotton,SenatorTomCotton,UCXEk6mokWBajIpNatbjnwSg,968650362,RepTomCotton,,
L000578,CA,Republican,Doug LaMalfa,https://lamalfa.house.gov,RepLaMalfa,1069124515.0,RepLaMalfa,L000578,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,1069124515,RepLaMalfa,repdouglamalfa,
H001068,CA,Democrat,Jared Huffman,https://huffman.house.gov,RepHuffman,1071102246.0,RepHuffman,H001068,RepHuffman,RepHuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,1071102246,rephuffman,rephuffman,
B001287,CA,Democrat,Ami Bera,https://bera.house.gov,RepBera,950783972.0,RepAmiBera,B001287,RepBera,RepAmiBera,UClJCTCo53Zk6b4kUL-bbdzg,950783972,repamibera,repbera,
S001193,CA,Democrat,Eric Swalwell,https://swalwell.house.gov,RepSwalwell,942156122.0,CongressmanEricSwalwell,S001193,RepSwalwell,CongressmanEricSwalwell,UCKvwsFNGD4sDkE_9g-2ft0w,942156122,ericswalwell,repswalwell,338799200.0
B001285,CA,Democrat,Julia Brownley,https://juliabrownley.house.gov,RepBrownley,1243902714.0,RepJuliaBrownley,B001285,RepBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,1243902714,RepJuliaBrownley,RepBrownley,
R000599,CA,Democrat,Raul Ruiz,https://ruiz.house.gov,RepRaulRuizMD,1089859058.0,CongressmanRaulRuizMD,R000599,RepRaulRuizMD,CongressmanRaulRuizMD,UCSDk-cyNPCo1iy6rweSPmBw,1089859058,repraulruiz,,
T000472,CA,Democrat,Mark Takano,https://takano.house.gov,RepMarkTakano,1037321378.0,RepMarkTakano,T000472,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,1037321378,RepMarkTakano,repmarktakano,
V000130,CA,Democrat,Juan Vargas,https://vargas.house.gov,RepJuanVargas,1260172386.0,RepJuanVargas,V000130,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,1260172386,RepJuanVargas,repjuanvargas,
P000608,CA,Democrat,Scott H. Peters,https://scottpeters.house.gov,RepScottPeters,1135486501.0,RepScottPeters,P000608,RepScottPeters,RepScottPeters,UCQK77QJxW7Xr-S3zqeMd-0g,1135486501,,repscottpeters,
F000462,FL,Democrat,Lois Frankel,https://frankel.house.gov,RepLoisFrankel,1077121945.0,RepLoisFrankel,F000462,RepLoisFrankel,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,1077121945,reploisfrankel,reploisfrankel,
D000622,IL,Democrat,Tammy Duckworth,https://www.duckworth.senate.gov,SenDuckworth,1058520120.0,SenDuckworth,D000622,SenDuckworth,SenDuckworth,UCYRWRvUxtjaHnFMCbdd94tg,1058520120,repduckworth,SenDuckworth,1387939090.0
B001282,KY,Republican,Andy Barr,https://barr.house.gov,RepAndyBarr,1089334250.0,RepAndyBarr,B001282,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,1089334250,RepAndyBarr,RepAndyBarr,
W000817,MA,Democrat,Elizabeth Warren,https://www.warren.senate.gov,SenWarren,970207298.0,senatorelizabethwarren,W000817,SenWarren,senatorelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,970207298,senelizabethwarren,senwarren,
K000383,ME,Independent,"Angus S. King, Jr.",https://www.king.senate.gov,SenAngusKing,1068481578.0,SenatorAngusSKingJr,K000383,SenAngusKing,SenatorAngusSKingJr,UCpp6lGvrmt0XU_lnD4Ak0gA,1068481578,SenatorAngusKing,,
W000812,MO,Republican,Ann Wagner,https://wagner.house.gov,RepAnnWagner,1051446626.0,RepAnnWagner,W000812,RepAnnWagner,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,1051446626,,repannwagner,
D000618,MT,Republican,Steve Daines,https://www.daines.senate.gov,SteveDaines,11651202.0,SteveDainesMT,D000618,SteveDaines,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,11651202,SteveDainesMT,stevedaines,371125857.0
H001067,NC,Republican,Richard Hudson,https://hudson.house.gov,RepRichHudson,935033864.0,RepRichHudson,H001067,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,935033864,RepRichHudson,,
C001096,ND,Republican,Kevin Cramer,https://www.cramer.senate.gov,SenKevinCramer,1048784496.0,CongressmanKevinCramer,C001096,SenKevinCramer,CongressmanKevinCramer,UCqUPdO9XaAW-dvwwXKbIVdA,1048784496,kevincramer,repkevincramer,
F000463,NE,Republican,Deb Fischer,https://www.fischer.senate.gov,SenatorFischer,1071402577.0,senatordebfischer,F000463,SenatorFischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,1071402577,senatordebfischer,senatorfischer,
M001188,NY,Democrat,Grace Meng,https://meng.house.gov,RepGraceMeng,1051127714.0,repgracemeng,M001188,RepGraceMeng,repgracemeng,UCHg516zJKbIBtXFAJ0nu3XQ,1051127714,,,
J000294,NY,Democrat,Hakeem S. Jeffries,https://jeffries.house.gov,RepJeffries,467823431.0,RepHakeemJeffries,J000294,RepJeffries,RepHakeemJeffries,UCYVmbsjoNbQ4j-PCQIYgpWQ,467823431,,repjeffries,
B001281,OH,Democrat,Joyce Beatty,https://beatty.house.gov,RepBeatty,1531521632.0,RepJoyceBeatty,B001281,RepBeatty,RepJoyceBeatty,UCtVl3kb7Xvt3pY7l6x-M6LA,1531521632,,repbeatty,554027718.0
J000295,OH,Republican,David P. Joyce,https://joyce.house.gov,RepDaveJoyce,976969338.0,RepDaveJoyce,J000295,RepDaveJoyce,RepDaveJoyce,UCTu9xz2VYk-jtQv0TVsLyYA,976969338,repdavejoyce,repdavejoyce,360743678.0
M001190,OK,Republican,Markwayne Mullin,https://www.mullin.senate.gov,SenMullin,1060370282.0,RepMullin,M001190,SenMullin,RepMullin,UCLQlm-cbGbJj9baZC6oFsag,1060370282,,senmullin,
P000605,PA,Republican,Scott Perry,https://perry.house.gov,RepScottPerry,18773159.0,repscottperry,P000605,RepScottPerry,repscottperry,UCzgrU5PT_HHRgf5hXPen4dQ,18773159,RepScottPerry,repscottperry,519463466.0
C001098,TX,Republican,Ted Cruz,https://www.cruz.senate.gov,SenTedCruz,1074480192.0,SenatorTedCruz,C001098,SenTedCruz,SenatorTedCruz,UCOTZ-6H1rri1lSsj6IzhUyw,1074480192,sentedcruz,sentedcruz,
W000814,TX,Republican,"Randy K. Weber, Sr.",https://weber.house.gov,TXRandy14,1058051748.0,TXRandy14,W000814,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,1058051748,TXRandy14,TXRandy14,
C001091,TX,Democrat,Joaquin Castro,https://castro.house.gov,JoaquinCastrotx,231510077.0,326420614138023,C001091,JoaquinCastrotx,326420614138023,UCsRxWnFdRiV2od1O5v5nEeQ,231510077,JoaquinCastroTX,joaquincastrotx,378492005.0
W000816,TX,Republican,Roger Williams,https://williams.house.gov,RepRWilliams,1077446982.0,RepRogerWilliams,W000816,RepRWilliams,RepRogerWilliams,UCBtfmMMQarjtLB9U_pWMOhw,1077446982,,,
V000131,TX,Democrat,Marc A. Veasey,https://veasey.house.gov,RepVeasey,1074129612.0,CongressmanMarcVeasey,V000131,RepVeasey,CongressmanMarcVeasey,UC2CRp1KF5uljZyhDRPR-72Q,1074129612,marcveasey,repveasey,676925345.0
K000384,VA,Democrat,Tim Kaine,https://www.kaine.senate.gov,,,SenatorKaine,K000384,,SenatorKaine,UC27LgTZlUnBQoNEQFZdn9LA,,SenatorTimKaine,sentimkaine,
P000607,WI,Democrat,Mark Pocan,https://pocan.house.gov,RepMarkPocan,1206227149.0,repmarkpocan,P000607,RepMarkPocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,1206227149,repmarkpocan,repmarkpocan,1422301608.0
K000385,IL,Democrat,Robin L. Kelly,https://robinkelly.house.gov,RepRobinKelly,1339931490.0,reprobinkelly,K000385,RepRobinKelly,reprobinkelly,UCLhcNPX2nNQLNzwKW0nEykg,1339931490,,reprobinkelly,
S001195,MO,Republican,Jason Smith,https://jasonsmith.house.gov,RepJasonSmith,1623308912.0,repjasonsmith,S001195,RepJasonSmith,repjasonsmith,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,
B001288,NJ,Democrat,Cory A. Booker,https://www.booker.senate.gov,SenBooker,2167097881.0,SenatorCoryBooker,B001288,SenBooker,SenatorCoryBooker,UC6FlymqNS1VettnVZa7goPA,2167097881,SenCoryBooker,corybooker,
C001101,MA,Democrat,Katherine M. Clark,https://katherineclark.house.gov,RepKClark,2293131060.0,CongresswomanClark,C001101,RepKClark,CongresswomanClark,UCgaI52w7QKI8LtkSeCCmSuw,2293131060,,repkclark,
N000188,NJ,Democrat,Donald Norcross,https://norcross.house.gov,DonaldNorcross,3122099613.0,DonaldNorcrossNJ,N000188,DonaldNorcross,DonaldNorcrossNJ,UC7kXK_PyDiOT8YrdP0jYZHw,3122099613,,donald_norcross,
A000370,NC,Democrat,Alma S. Adams,https://adams.house.gov,RepAdams,2916086925.0,CongresswomanAdams,A000370,RepAdams,CongresswomanAdams,UCPI9ao1Cr1nxEUD2r-usRjQ,2916086925,,repadams,
P000609,AL,Republican,Gary J. Palmer,https://palmer.house.gov,USRepGaryPalmer,2861616083.0,CongressmanGaryPalmer,P000609,USRepGaryPalmer,CongressmanGaryPalmer,UCYZfP-cNIvlJY3AcAc9OPpQ,2861616083,,repgarypalmer,1551536636.0
H001072,AR,Republican,J. French Hill,https://hill.house.gov,RepFrenchHill,2953974395.0,RepFrenchHill,H001072,RepFrenchHill,RepFrenchHill,UCT8uWroJtkwSsCJlVg0IKvQ,2953974395,,repfrenchhill,
W000821,AR,Republican,Bruce Westerman,https://westerman.house.gov,RepWesterman,2852998461.0,RepWesterman,W000821,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,2852998461,,,
G000574,AZ,Democrat,Ruben Gallego,https://www.gallego.senate.gov,RepRubenGallego,2966570782.0,RepRubenGallego,G000574,RepRubenGallego,RepRubenGallego,,2966570782,,reprubengallego,
D000623,CA,Democrat,Mark DeSaulnier,https://desaulnier.house.gov,RepDeSaulnier,2968007206.0,RepMarkDeSaulnier,D000623,RepDeSaulnier,RepMarkDeSaulnier,,2968007206,,repdesaulnier,
A000371,CA,Democrat,Pete Aguilar,https://aguilar.house.gov,RepPeteAguilar,3018670151.0,reppeteaguilar,A000371,RepPeteAguilar,reppeteaguilar,UCxwbFLOlKDsXrwizV5jah7g,3018670151,,,
L000582,CA,Democrat,Ted Lieu,https://lieu.house.gov,RepTedLieu,3044993235.0,RepTedLieu,L000582,RepTedLieu,RepTedLieu,UC9qcJxTqfDNBnVul1IojlFg,3044993235,,RepTedLieu,
T000474,CA,Democrat,Norma J. Torres,https://torres.house.gov,NormaJTorres,236279233.0,RepNormaTorres,T000474,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,236279233,,repnormatorres,
